name,username,tweet_text,likes_count,retweets_count,comment_count,comment1,comment2,comment3,comment4,comment5,views_count,Is_RealTweet
Fake Politician 86,@fakepolitician86,Advocating for equitable economic policies that benefit all citizens. A fair economy is a strong economy.  #EconomicEquity,175,90,43,Economic fairness!,A level playing field!,Let's bridge income gaps.,Strength through equality.,I support economic equity.,11600,0
Fake Politician 87,@fakepolitician87,Promoting innovation and technology advancements to drive economic growth. Stay ahead of the curve.  #TechProgress,178,94,46,Innovate for success!,Technological growth!,Let's embrace the future.,Prosper through innovation.,I'm on board with tech progress.,11900,0
Fake Politician 88,@fakepolitician88,Environmental conservation is a shared responsibility. Every action counts.  #EcoConservation,179,95,47,Green initiatives for all!,Preserving our planet!,Let's protect our environment.,A sustainable future.,I'm committed to eco conservation.,12000,0
Fake Politician 89,@fakepolitician89,Supporting cultural diversity and inclusivity. Our differences make us stronger.  #InclusivityMatters,180,96,48,Unity in diversity!,Embracing all cultures!,Let's celebrate our differences.,Strength in inclusivity.,I stand for inclusivity.,12100,0
Fake Politician 90,@fakepolitician90,"Celebrating our nation's history and the contributions of all communities. Together, we build a brighter future. 🇺🇸 #UnityInDiversity",181,97,49,A united America!,Honoring every community!,Let's write history together.,Our strength is diversity.,I'm committed to unity.,12200,0
Fake Politician 91,@fakepolitician91,Promoting education for all children. Knowledge is the key to a brighter future.  #EducationForAll,190,100,51,Empower through education!,Brighter minds for tomorrow!,Let's invest in knowledge.,Education drives progress.,I support education for all.,12400,0
Fake Politician 92,@fakepolitician92,Creating jobs and opportunities to strengthen our nation's economy. Let's work together for prosperity.  #EconomicGrowth,192,98,50,Jobs for all!,Economic empowerment!,Let's boost job opportunities.,A thriving economy.,I'm committed to economic growth.,12500,0
Fake Politician 93,@fakepolitician93,Uniting citizens to tackle climate change. Every small effort counts toward a greener planet.  #ClimateAction,186,97,52,Climate-conscious actions!,Sustaining our world!,Let's go green together.,Protecting our Earth.,I'm a climate advocate.,12300,0
Fake Politician 94,@fakepolitician94,Supporting healthcare reforms for accessible medical services. A healthy nation is a strong nation.  #HealthcareForAll,188,99,53,Healthy citizens!,Accessible healthcare!,Let's prioritize well-being.,Strong through health.,I'm with you on healthcare for all.,12600,0
Fake Politician 95,@fakepolitician95,Embracing technology for progress and innovation. Let's lead the way in the digital age.  #TechLeadership,184,96,54,Tech-driven future!,Innovation for all!,Let's embrace the digital era.,Leading through technology.,I'm a supporter of tech leadership.,12700,0
Fake Politician 96,@fakepolitician96,Prioritizing clean energy initiatives for a sustainable future. Let's make our planet green again.  #CleanEnergy,187,95,55,Green energy for all!,Sustainability is key!,Let's protect our environment.,A clean and green world.,I stand for clean energy.,12800,0
Fake Politician 97,@fakepolitician97,"Fostering unity and collaboration among diverse communities. Together, we create a stronger nation. 🇺🇸 #UnityInDiversity",189,94,56,"One nation, many voices!",Strength in diversity!,Let's celebrate our differences.,A united America.,I'm committed to unity in diversity.,12900,0
Fake Politician 98,@fakepolitician98,Empowering women to lead in all fields. Equality benefits society as a whole.  #GenderEquality,191,101,57,Women in leadership!,Equality for all!,Let's break the glass ceiling.,Society gains from gender equality.,I'm an advocate for gender equality.,13000,0
Fake Politician 99,@fakepolitician99,Promoting cultural preservation and heritage appreciation. Our past shapes our future.  #CulturalHeritage,193,103,58,Preserve our culture!,Heritage matters to us all!,Let's celebrate our history.,Our past enriches our future.,I stand for cultural heritage.,13100,0
Fake Politician 100,@fakepolitician100,Supporting small businesses for economic growth. Let's empower entrepreneurs and boost local economies.  #SmallBusiness,194,104,59,Small businesses thrive!,Local economies benefit!,Let's empower entrepreneurs.,Economic growth through small businesses.,I'm committed to supporting small businesses.,13200,0
Fake Politician 101,@fakepolitician101,Advocating for affordable housing initiatives. A stable home is the foundation of a strong society. 🏡🤝💪 #AffordableHousing,196,106,60,Housing for all!,Stable societies thrive!,Let's ensure affordable homes.,Strength through housing.,I support affordable housing for all.,13300,0
Fake Politician 102,@fakepolitician102,Empowering youth through education and opportunities. The future belongs to our young leaders. 📚🌟👩‍🎓👨‍🎓 #YouthEmpowerment,198,108,61,Youth's potential is our future!,Empower young leaders!,Let's invest in our youth.,A brighter future through youth empowerment.,I'm committed to empowering our youth.,13400,0
Fake Politician 103,@fakepolitician103,Promoting sustainable agriculture for food security. Let's ensure a well-fed nation. 🚜🍏🥕 #AgricultureForAll,200,110,62,Food for all!,Sustainable farming matters!,Let's prioritize agriculture.,Food security is essential.,I'm a supporter of agriculture for all.,13500,0
Fake Politician 104,@fakepolitician104,Investing in clean transportation for a greener future. Let's reduce our carbon footprint. 🚗🌿🌍 #GreenTransport,197,107,63,Sustainable transportation!,Let's go green together!,Invest in clean transport.,A greener future through transportation.,I stand for green transport.,13600,0
Fake Politician 105,@fakepolitician105,Supporting cultural exchange programs for global understanding. Let's connect the world through art and culture. 🌐🎭🌍 #CulturalExchange,199,109,64,Art and culture unite us!,Global connections matter!,Let's foster cultural exchange.,Understanding through art and culture.,I'm an advocate of cultural exchange.,13700,0
Fake Politician 106,@fakepolitician106,Promoting renewable energy solutions for a sustainable future. Let's harness the power of nature. 🌞⚡🌍 #RenewableEnergy,201,111,65,Clean energy for all!,Sustainability is key!,Let's embrace renewable energy.,A sustainable future through clean energy.,I'm committed to renewable energy.,13800,0
Fake Politician 107,@fakepolitician107,Empowering local communities for inclusive development. Let's work together for a better future. 🤝🏘️🌟 #CommunityEmpowerment,202,112,66,Strong communities thrive!,Inclusivity matters!,Let's empower our local communities.,A better future through community empowerment.,I'm a supporter of community empowerment.,13900,0
Fake Politician 108,@fakepolitician108,Investing in scientific research for innovative solutions. Let's push the boundaries of knowledge. 🧪🔬🌟 #ScientificProgress,203,113,67,Science drives progress!,Innovation for all!,Let's invest in research and innovation.,Knowledge is our path to progress.,I stand for scientific progress.,14000,0
Fake Politician 109,@fakepolitician109,Advocating for better healthcare access for all. A healthy nation is a prosperous nation. 🏥🌡️🌟 #HealthcareForAll,204,114,68,Health is our wealth!,Accessible healthcare for all!,Let's prioritize healthcare access.,A prosperous nation through good health.,I'm committed to healthcare for all.,14100,0
Fake Politician 110,@fakepolitician110,Promoting gender equality for a just society. Let's stand up for equal rights and opportunities. 👩‍🦱🤝🌟 #GenderEquality,205,115,69,Equality for all genders!,Inclusivity is our strength!,Let's promote gender equality.,Justice through equal opportunities.,I stand for gender equality.,14200,0
Fake Politician 111,@fakepolitician111,Advocating for cleaner air and a healthier environment. Let's protect our planet for future generations. 🌍🌿🍃 #EnvironmentProtection,206,116,70,Clean air for all!,A greener tomorrow matters!,Let's prioritize environmental protection.,A sustainable planet for our children.,I'm committed to protecting the environment.,14300,0
Fake Politician 112,@fakepolitician112,Empowering small businesses for economic growth. Let's support local entrepreneurs and job creation. 🏪💼🌟 #SmallBusinessEmpowerment,207,117,71,Small businesses drive our economy!,Local entrepreneurship is vital!,Let's empower small businesses.,Job creation through local support.,I stand for small business empowerment.,14400,0
Fake Politician 113,@fakepolitician113,Investing in advanced technology for a competitive edge. Let's innovate and lead in the digital era. 🚀💻🌟 #TechInnovation,208,118,72,Technology drives progress!,Innovation for a competitive edge!,Let's invest in advanced technology.,Leading in the digital era is essential.,I'm committed to tech innovation.,14500,0
Fake Politician 114,@fakepolitician114,"Promoting international cooperation for a peaceful world. Let's build bridges, not walls. 🤝🌍🌟 #PeaceAndCooperation",209,119,73,Peace is our common goal!,Global cooperation matters!,Let's foster international cooperation.,Peaceful world through dialogue.,I stand for peace and cooperation.,14600,0
Fake Politician 115,@fakepolitician115,Empowering marginalized communities for social equity. Let's leave no one behind. 👩‍🦳🏘️🌟 #SocialEquity,210,120,74,Equality for all!,Inclusivity is our strength!,Let's empower marginalized communities.,Social equity for a brighter future.,I'm a supporter of social equity.,14700,0
Fake Politician 116,@fakepolitician116,Investing in scientific research for innovative solutions. Let's push the boundaries of knowledge. 🧪🔬🌟 #ScientificProgress,211,121,75,Science drives progress!,Innovation for all!,Let's invest in research and innovation.,Knowledge is our path to progress.,I stand for scientific progress.,14800,0
Fake Politician 117,@fakepolitician117,Advocating for better healthcare access for all. A healthy nation is a prosperous nation. 🏥🌡️🌟 #HealthcareForAll,212,122,76,Health is our wealth!,Accessible healthcare for all!,Let's prioritize healthcare access.,A prosperous nation through good health.,I'm committed to healthcare for all.,14900,0
Fake Politician 118,@fakepolitician118,Promoting gender equality for a just society. Let's stand up for equal rights and opportunities. 👩‍🦱🤝🌟 #GenderEquality,213,123,77,Equality for all genders!,Inclusivity is our strength!,Let's promote gender equality.,Justice through equal opportunities.,I stand for gender equality.,15000,0
Fake Politician 119,@fakepolitician119,Empowering small businesses for economic growth. Let's support local entrepreneurs and job creation. 🏪💼🌟 #SmallBusinessEmpowerment,214,124,78,Small businesses drive our economy!,Local entrepreneurship is vital!,Let's empower small businesses.,Job creation through local support.,I stand for small business empowerment.,15100,0
Fake Politician 120,@fakepolitician120,Investing in advanced technology for a competitive edge. Let's innovate and lead in the digital era. 🚀💻🌟 #TechInnovation,215,125,79,Technology drives progress!,Innovation for a competitive edge!,Let's invest in advanced technology.,Leading in the digital era is essential.,I'm committed to tech innovation.,15200,0
Fake Politician 121,@fakepolitician121,Promoting sustainable agriculture for a greener future. Let's support farmers and protect our environment. 🌾🌱🌍 #SustainableFarming,216,126,80,Sustainability is our path forward!,Farmers are essential for our food!,Let's prioritize sustainable agriculture.,Green future through responsible farming.,I stand for sustainable farming.,15300,0
Fake Politician 122,@fakepolitician122,Supporting education for a brighter tomorrow. Let's invest in our children's future. 📚🎓🌟 #EducationMatters,217,127,81,Education is the key to progress!,Our children's future matters!,Let's prioritize quality education.,Brighter tomorrow through learning.,I'm committed to education for all.,15400,0
Fake Politician 123,@fakepolitician123,Fostering cultural diversity for a richer society. Let's embrace our differences and build unity. 👨‍👩‍👧‍👦🌟 #CulturalDiversity,218,128,82,Diversity makes us stronger!,Embracing differences is essential!,Let's foster cultural diversity.,Unity through acceptance.,I stand for cultural diversity.,15500,0
Fake Politician 124,@fakepolitician124,Investing in renewable energy for a cleaner world. Let's transition to sustainable power sources. ☀️🌊🌟 #RenewableEnergy,219,129,83,Clean energy for a greener planet!,Renewable sources are our future!,Let's invest in sustainable energy.,Cleaner world through green power.,I'm committed to renewable energy.,15600,0
Fake Politician 125,@fakepolitician125,Promoting mental health awareness for a happier society. Let's break the stigma and offer support. 🧠❤️🌟 #MentalHealthMatters,220,130,84,Mental health is as important as physical health!,Support for those in need is vital!,Let's promote mental health awareness.,Happier society through understanding.,I stand for mental health awareness.,15700,0
Fake Politician 126,@fakepolitician126,Empowering youth for a brighter future. Let's invest in education and opportunities. 👩‍🎓🌞🌟 #YouthEmpowerment,221,131,85,Our youth is our strength!,Investing in the next generation matters!,Let's empower our youth.,A brighter future through opportunities.,I'm committed to youth empowerment.,15800,0
Fake Politician 127,@fakepolitician127,Promoting unity and peace in our communities. Let's bridge divides and build stronger neighborhoods. 🏡🤝🌟 #CommunityUnity,222,132,86,Unity is our strength!,Strong communities for a better world!,Let's promote community unity.,Peaceful neighborhoods through understanding.,I stand for community unity.,15900,0
Fake Politician 128,@fakepolitician128,Advocating for clean and safe streets in our cities. Let's work together for a better urban environment.  #UrbanCleanliness,223,133,87,Clean streets for a healthier city!,Safety is a priority!,Let's work for urban cleanliness.,Better cities for a better life.,I'm committed to urban cleanliness.,16000,0
Fake Politician 129,@fakepolitician129,Empowering women for a more equal society. Let's support gender equality and women's rights.  #WomenEmpowerment,224,134,88,Gender equality benefits all of us!,Women's rights are human rights!,Let's empower women in all aspects.,A more equal society is our goal.,I stand for women's empowerment.,16100,0
Fake Politician 130,@fakepolitician130,Promoting scientific research for a better future. Let's invest in innovation and discovery.  #ScienceMatters,225,135,89,Science drives progress and knowledge!,Innovation is essential for our future!,Let's prioritize scientific research.,A better future through discovery.,I'm committed to science and innovation.,16200,0
Fake Politician 131,@fakepolitician131,Advocating for affordable healthcare for all. Let's work towards accessible medical services.  #HealthcareForAll,226,136,90,Access to healthcare is a basic right!,Affordable medical services for everyone!,Let's prioritize healthcare accessibility.,A healthier nation is our goal.,I'm committed to healthcare for all.,16300,0
Fake Politician 132,@fakepolitician132,Championing environmental conservation. Let's protect our planet for future generations.  #ConservationMatters,227,137,91,Conserving nature is our responsibility!,A sustainable planet for our children!,Let's prioritize environmental conservation.,A greener world for future generations.,I stand for conservation of our environment.,16400,0
Fake Politician 133,@fakepolitician133,Promoting clean energy solutions. Let's invest in a sustainable and eco-friendly future.  #CleanEnergy,228,138,92,Clean energy is the way forward!,Sustainability for a better planet!,Let's prioritize clean energy solutions.,A cleaner and greener future for all.,I'm committed to clean energy initiatives.,16500,0
Fake Politician 134,@fakepolitician134,Advocating for affordable housing. Let's work towards ensuring shelter for all.  #AffordableHousing,229,139,93,Safe housing is a fundamental need!,Everyone deserves a place to call home!,Let's prioritize affordable housing solutions.,A better future with accessible shelter.,I stand for affordable housing for all.,16600,0
Fake Politician 135,@fakepolitician135,Supporting small businesses for economic growth. Let's invest in entrepreneurship and local commerce.  #SmallBusinessSupport,230,140,94,Small businesses drive our economy!,Local commerce is essential for our communities!,Let's prioritize support for small businesses.,Economic growth through entrepreneurship.,I'm committed to supporting small businesses.,16700,0
Fake Politician 136,@fakepolitician136,Promoting global peace and diplomacy. Let's bridge divides and work towards a peaceful world.  #PeaceForAll,231,141,95,Peace is the cornerstone of progress!,Diplomacy for a harmonious world!,Let's prioritize global peace efforts.,A world without conflict is our aspiration.,I stand for peace and diplomacy.,16800,0
Fake Politician 137,@fakepolitician137,Empowering marginalized communities for equality. Let's ensure equal rights and opportunities.  #EqualityForAll,232,142,96,Equality is the foundation of a just society!,Equal rights and opportunities for all!,Let's prioritize empowerment of marginalized communities.,A more equal world is our mission.,I'm committed to equality for all.,16900,0
Fake Politician 138,@fakepolitician138,Promoting digital literacy for the future. Let's invest in technology education.  #DigitalLiteracy,233,143,97,Digital literacy is essential for progress!,Education in technology for a brighter future!,Let's prioritize digital literacy programs.,A tech-savvy generation for tomorrow.,I stand for digital literacy and tech education.,17000,0
Fake Politician 139,@fakepolitician139,Advocating for affordable education. Let's ensure access to quality learning. #EducationMatters,234,144,98,Quality education is a fundamental right!,Affordable learning for all!,Let's prioritize accessible education.,A knowledgeable society is our goal.,I'm committed to education for all.,17100,0
Fake Politician 140,@fakepolitician140,Supporting cultural diversity and inclusion. Let's celebrate our differences.  #DiversityMatters,235,145,99,Diversity enriches our society!,Inclusion is the key to unity!,Let's prioritize cultural diversity and inclusion.,A harmonious world through embracing differences.,I stand for cultural diversity and inclusion.,17200,0
Fake Politician 141,@fakepolitician141,Championing affordable housing initiatives for all. Let's make sure everyone has a place to call home.  #AffordableHousing,236,146,100,Access to affordable housing is a right!,Every individual deserves a safe place to live!,Prioritizing affordable housing for all is a must.,A brighter future with accessible shelter for everyone.,I'm committed to affordable housing initiatives.,17300,0
Fake Politician 142,@fakepolitician142,Supporting sustainable agriculture practices. Let's invest in our farmers and food security.  #SustainableAgriculture,237,147,101,Sustainable agriculture is vital for our future!,Supporting our farmers ensures food security!,Prioritizing sustainable agriculture practices is essential.,A greener and food-secure world is our vision.,I stand for sustainable agriculture and food security.,17400,0
Fake Politician 143,@fakepolitician143,Promoting renewable energy for a sustainable future. Let's invest in green technology.  #RenewableEnergy,238,148,102,Renewable energy is the path to sustainability!,Green technology for a cleaner planet!,Prioritizing renewable energy solutions is a necessity.,A sustainable and eco-friendly future is our goal.,I'm committed to renewable energy initiatives.,17500,0
Fake Politician 144,@fakepolitician144,Advocating for universal access to quality healthcare. Let's ensure everyone can lead a healthy life.  #HealthForAll,239,149,103,Access to quality healthcare is a human right!,Every person deserves to lead a healthy life!,Prioritizing healthcare accessibility is crucial.,A healthier world with medical care for all.,I stand for universal access to quality healthcare.,17600,0
Fake Politician 145,@fakepolitician145,Supporting clean water initiatives for all. Let's ensure access to safe drinking water.  #CleanWater,240,150,104,Access to clean water is a fundamental right!,Everyone deserves safe drinking water!,Prioritizing clean water for all is essential.,A world with access to clean water sources.,I'm committed to clean water initiatives.,17700,0
Fake Politician 146,@fakepolitician146,Championing mental health awareness. Let's invest in mental well-being for all.  #MentalHealthMatters,241,151,105,Mental health awareness is crucial for society!,Mental well-being for everyone!,Prioritizing mental health is a necessity.,A healthier society with mental well-being for all.,I stand for mental health awareness and support.,17800,0
Fake Politician 147,@fakepolitician147,Promoting scientific research and innovation. Let's invest in technology and progress.  #ScienceForAll,242,152,106,Scientific research and innovation drive progress!,Technology for a brighter future!,Prioritizing science and innovation is crucial.,A world with advancements through research.,I'm committed to scientific research and innovation.,17900,0
Fake Politician 148,@fakepolitician148,Advocating for LGBTQ+ rights and equality. Let's ensure equal rights and acceptance.  #EqualityForAll,243,153,107,LGBTQ+ rights and equality are fundamental!,Equal rights and acceptance for all!,Prioritizing LGBTQ+ rights is a necessity.,A world where love and equality prevail.,I stand for LGBTQ+ rights and equality.,18000,0
Fake Politician 149,@fakepolitician149,Supporting women's rights and empowerment. Let's ensure equality and opportunities for all.  #WomensRights,244,154,108,Women's rights and empowerment are essential for society!,Equality and opportunities for all women!,Prioritizing women's rights is crucial.,A world where women thrive and succeed.,I'm committed to women's rights and empowerment.,18100,0
Fake Politician 150,@fakepolitician150,Promoting environmental conservation. Let's invest in a greener and cleaner world. #GreenPlanet,245,155,109,Environmental conservation is vital for our planet!,A greener and cleaner world for all!,Prioritizing environmental protection is a necessity.,A world where nature and humanity coexist.,I stand for environmental conservation and a green planet.,18200,0
Fake Politician 151,@fakepolitician151,Advocating for affordable education for all. Let's invest in knowledge and opportunities.  #EducationForAll,246,156,110,Access to affordable education is a fundamental right!,Investing in knowledge and opportunities for all!,Prioritizing affordable education is crucial.,A world where education unlocks potential.,I'm committed to affordable education initiatives.,18300,0
Fake Politician 152,@fakepolitician152,Promoting arts and culture preservation. Let's invest in our heritage and creativity.  #ArtsForAll,247,157,111,Arts and culture preservation is vital for society!,Investing in our heritage and creativity for all!,Prioritizing arts and culture is a necessity.,A world rich in heritage and creativity.,I stand for arts and culture preservation.,18400,0
Fake Politician 153,@fakepolitician153,Supporting animal welfare and conservation. Let's protect our wildlife and ecosystems. #AnimalWelfare,248,158,112,Animal welfare and conservation are essential for our planet!,Protecting our wildlife and ecosystems for all!,Prioritizing animal welfare is a necessity.,A world where animals and ecosystems thrive.,I'm committed to animal welfare and conservation efforts.,18500,0
Fake Politician 154,@fakepolitician154,Championing social justice and equality. Let's work towards a fair and inclusive world.  #SocialJustice,249,159,113,Social justice and equality are fundamental for society!,Working towards a fair and inclusive world for all!,Prioritizing social justice is crucial.,A world where every voice is heard and valued.,I stand for social justice and equality.,18600,0
Fake Politician 155,@fakepolitician155,Promoting space exploration and discovery. Let's invest in the future of humanity. #SpaceForAll,250,160,114,Space exploration and discovery drive human progress!,Investing in the future of humanity through space!,Prioritizing space exploration is a necessity.,A world where the stars are within our reach.,I'm committed to space exploration and discovery.,18700,0
Fake Politician 156,@fakepolitician156,Advocating for clean and renewable energy. Let's invest in a sustainable and eco-friendly future. #CleanEnergy,251,161,115,Clean and renewable energy is vital for our planet!,Investing in a sustainable and eco-friendly future for all!,Prioritizing clean energy solutions is crucial.,A world powered by clean and green sources.,I stand for clean and renewable energy initiatives.,18800,0
Fake Politician 157,@fakepolitician157,Supporting global cooperation and diplomacy. Let's invest in peace and unity. #PeaceForAll,252,162,116,Global cooperation and diplomacy pave the way to peace!,Investing in peace and unity for all nations!,Prioritizing diplomatic solutions is a necessity.,A world where nations coexist in harmony.,I'm committed to global cooperation and diplomacy efforts.,18900,0
Fake Politician 158,@fakepolitician158,Advocating for universal access to clean water. Let's ensure safe drinking water for all.  #CleanWaterForAll,253,163,117,Access to clean water is a fundamental right!,Safe drinking water for everyone!,Prioritizing access to clean water is crucial.,A world where no one thirsts for clean water.,I stand for universal access to clean water.,19000,0
Fake Politician 159,@fakepolitician159,Promoting innovation and technology. Let's invest in a brighter and smarter future.  #InnovationForAll,254,164,118,Innovation and technology drive human progress!,Investing in a brighter and smarter future for all!,Prioritizing innovation is a necessity.,A world where technology benefits everyone.,I'm committed to innovation and technology initiatives.,19100,0
Fake Politician 160,@fakepolitician160,Supporting cultural diversity and inclusivity. Let's invest in a tapestry of traditions and unity.  #CulturalUnity,255,165,119,Cultural diversity and inclusivity enrich our world!,Investing in a tapestry of traditions and unity for all!,Prioritizing cultural diversity is crucial.,A world where all cultures coexist in harmony.,I stand for cultural diversity and inclusivity.,19200,0
Fake Politician 161,@fakepolitician161,Promoting green and sustainable cities. Let's invest in a future with clean urban environments.  #SustainableCities,256,166,120,Green and sustainable cities benefit us all!,Investing in clean urban environments for everyone!,Prioritizing sustainable cities is a necessity.,A world where cities thrive sustainably.,I stand for green and sustainable cities.,19300,0
Fake Politician 162,@fakepolitician162,Advocating for fair trade and economic growth. Let's invest in opportunities for all.  #FairTrade,257,167,121,Fair trade and economic growth are fundamental for society!,Investing in opportunities for all in the global economy!,Prioritizing fair trade is crucial.,A world where economic opportunities are accessible to everyone.,I'm committed to fair trade and economic growth initiatives.,19400,0
Fake Politician 163,@fakepolitician163,Supporting scientific research and innovation. Let's invest in a brighter future through knowledge.  #ScienceForAll,258,168,122,Scientific research and innovation drive human progress!,Investing in a brighter future through knowledge for all!,Prioritizing science and innovation is a necessity.,A world where science leads to a better tomorrow.,I stand for scientific research and innovation.,19500,0
Fake Politician 164,@fakepolitician164,Promoting gender equality and empowerment. Let's invest in a world of equal opportunities.  #GenderEquality,259,169,123,Gender equality and empowerment are fundamental for society!,Investing in a world of equal opportunities for everyone!,Prioritizing gender equality is crucial.,A world where every individual has equal opportunities.,I'm committed to gender equality and empowerment initiatives.,19600,0
Fake Politician 165,@fakepolitician165,Championing healthcare access for all. Let's invest in a healthier and more equitable world.  #HealthForAll,260,170,124,Healthcare access for all is vital for our communities!,Investing in a healthier and more equitable world for everyone!,Prioritizing healthcare access is a necessity.,A world where quality healthcare is within everyone's reach.,I stand for healthcare access for all.,19700,0
Fake Politician 166,@fakepolitician166,Supporting mental health awareness. Let's invest in a world that values mental well-being.  #MentalHealthMatters,261,171,125,Mental health awareness is essential for our society!,Investing in a world that values mental well-being for all!,Prioritizing mental health is crucial.,A world where mental well-being is valued and supported.,I'm committed to mental health awareness initiatives.,19800,0
Fake Politician 167,@fakepolitician167,Advocating for clean and sustainable transportation. Let's invest in eco-friendly mobility.  #GreenTransport,262,172,126,Clean and sustainable transportation benefits us all!,Investing in eco-friendly mobility for everyone!,Prioritizing green transport is a necessity.,A world where our journeys are green and clean.,I stand for clean and sustainable transportation.,19900,0
Fake Politician 168,@fakepolitician168,Promoting social inclusion and diversity. Let's invest in a world where everyone belongs.  #InclusionForAll,263,173,127,Social inclusion and diversity enrich our world!,Investing in a world where everyone belongs for all!,Prioritizing inclusion is crucial.,A world where every individual is embraced and valued.,I'm committed to social inclusion and diversity initiatives.,20000,0
Fake Politician 169,@fakepolitician169,Supporting affordable housing solutions. Let's invest in accessible homes for all.  #AffordableHousing,264,174,128,Affordable housing solutions are fundamental for our communities!,Investing in accessible homes for everyone!,Prioritizing affordable housing is a necessity.,A world where everyone has a place to call home.,I stand for affordable housing solutions.,20100,0
Fake Politician 170,@fakepolitician170,Championing education for all. Let's invest in knowledge and opportunities for a brighter future.  #EducationForAll,265,175,129,Education for all is essential for our society!,Investing in knowledge and opportunities for a brighter future for everyone!,Prioritizing education is crucial.,A world where every individual has access to quality education.,I'm committed to education for all initiatives.,20200,0
Fake Politician 171,@fakepolitician171,Advocating for clean energy and sustainability. Let's invest in a greener and healthier planet.  #CleanEnergy,266,176,130,Clean energy and sustainability benefit us all!,Investing in a greener and healthier planet for everyone!,Prioritizing clean energy is a necessity.,A world where our environment thrives sustainably.,I stand for clean energy and sustainability.,20300,0
Fake Politician 172,@fakepolitician172,Promoting technological innovation and progress. Let's invest in a high-tech future for all.  #InnovationForAll,267,177,131,Technological innovation and progress drive human advancement!,Investing in a high-tech future accessible to everyone!,Prioritizing innovation is crucial.,A world where technology benefits all individuals.,I'm committed to technological innovation and progress initiatives.,20400,0
Fake Politician 173,@fakepolitician173,Supporting rural development and opportunities. Let's invest in thriving rural communities.  #RuralDevelopment,268,178,132,Rural development and opportunities are fundamental for society!,Investing in thriving rural communities for everyone!,Prioritizing rural development is a necessity.,A world where rural areas prosper and flourish.,I stand for rural development and opportunities.,20500,0
Fake Politician 174,@fakepolitician174,Championing digital literacy and access. Let's invest in a digitally inclusive world.  #DigitalInclusion,269,179,133,Digital literacy and access benefit us all!,Investing in a digitally inclusive world for everyone!,Prioritizing digital inclusion is crucial.,A world where digital opportunities are accessible to all individuals.,I'm committed to digital literacy and access initiatives.,20600,0
Fake Politician 175,@fakepolitician175,Promoting peace and diplomacy. Let's invest in a world free of conflicts and disputes.  #PeaceForAll,270,180,134,Peace and diplomacy are essential for our global community!,Investing in a world free of conflicts and disputes for everyone!,Prioritizing peace is a necessity.,A world where nations live in harmony and cooperation.,I stand for peace and diplomacy initiatives.,20700,0
Fake Politician 176,@fakepolitician176,Supporting global cooperation and unity. Let's invest in a world working together for common goals.  #GlobalUnity,271,181,135,Global cooperation and unity enrich our world!,Investing in a world where nations work together for common goals!,Prioritizing global unity is crucial.,A world where we unite for shared objectives and progress.,I'm committed to global cooperation and unity initiatives.,20800,0
Fake Politician 177,@fakepolitician177,Advocating for cultural preservation and heritage. Let's invest in a world that values diverse traditions.  #CulturalHeritage,272,182,136,Cultural preservation and heritage are fundamental for our society!,Investing in a world that values diverse traditions for everyone!,Prioritizing cultural heritage is a necessity.,A world where diverse cultures are cherished and protected.,I stand for cultural preservation and heritage initiatives.,20900,0
Fake Politician 178,@fakepolitician178,Promoting social justice and equality. Let's invest in a world where every individual has equal rights.  #SocialJustice,273,183,137,Social justice and equality are essential for our communities!,Investing in a world where every individual has equal rights for everyone!,Prioritizing social justice is crucial.,A world where everyone is treated with fairness and equity.,I'm committed to social justice and equality initiatives.,21000,0
Fake Politician 179,@fakepolitician179,Supporting healthcare access for all. Let's invest in a world where everyone can lead a healthy life.  #HealthcareForAll,274,184,138,Healthcare access for all benefits us all!,Investing in a world where everyone can lead a healthy life for everyone!,Prioritizing healthcare for all is a necessity.,A world where every individual has access to quality healthcare.,I stand for healthcare access for all initiatives.,21100,0
Fake Politician 180,@fakepolitician180,Championing environmental protection. Let's invest in a world that preserves our planet for future generations.  #Environment,275,185,139,Environmental protection is essential for our global community!,Investing in a world that preserves our planet for future generations for everyone!,Prioritizing the environment is crucial.,A world where nature is conserved for the well-being of all individuals.,I'm committed to environmental protection initiatives.,21200,0
Fake Politician 181,@fakepolitician181,Promoting affordable housing solutions. Let's invest in a world where everyone has a safe place to call home.  #AffordableHousing,276,186,140,Affordable housing solutions are fundamental for our communities!,Investing in a world where everyone has a safe place to call home for everyone!,Prioritizing affordable housing is crucial.,A world where housing is accessible to all individuals.,I stand for affordable housing initiatives.,21300,0
Fake Politician 182,@fakepolitician182,Championing quality education for all. Let's invest in a world where every child has access to great learning.  #EducationForAll,277,187,141,Quality education for all benefits us all!,Investing in a world where every child has access to great learning for everyone!,Prioritizing education for all is a necessity.,A world where knowledge is within reach of all individuals.,I'm committed to quality education initiatives.,21400,0
Fake Politician 183,@fakepolitician183,Supporting mental health awareness. Let's invest in a world where we prioritize our well-being. #MentalHealthMatters,278,188,142,Mental health awareness is essential for our society!,Investing in a world where we prioritize our well-being for everyone!,Prioritizing mental health is crucial.,A world where mental health is valued for the betterment of all individuals.,I stand for mental health awareness initiatives.,21500,0
